"","Name","Party","RepParty","Begin","End","N_Years","Organization","Position","Econ_Sector","ThreeMore_Econ_Sector","Course_University","Place_University","Privatized_Company","Gender","MajorEconGroup","PPP","Angola","PSI20","Government","BusinessConnected"
"158","Alberto Oliveira e Silva","PS","N.a.","2007","2009","2","União das Misericórdias Portuguesas","Presidente do Secretariado Distrital de Viana do Castelo",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"159","Albino de Azevedo Soares","PSD","N.a.","N.d.","N.d.","N.a.","Faculdade de Direito da Universidade de Coimbra","Estudante",0,0,"Direito","Coimbra",0,"M","No",0,0,"No","No",1
"160","Albino de Azevedo Soares","PSD","AD","1982","1983","1","Governo","Subsecretário de Estado da Presidência do Conselho de Ministros",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","VIII",1
"161","Albino de Azevedo Soares","PSD","N.a.","N.d.","N.d.","N.a.","BCP Interfundos","Presidente do CA",1,0,"N.a.","N.a.",0,"M","BCP",1,0,"No","No",1
"162","Albino de Azevedo Soares","PSD","PSD","1987","1991","4","Governo","Secretário de Estado Adjunto do Ministro Adjunto da Juventude",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XI",1
"163","Albino de Azevedo Soares","PSD","N.a.","1991","1995","4","Grupo Champalimaud","CA",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"164","Albino de Azevedo Soares","PSD","N.a.","2004","2005","1","BCP Investimento, S.A.","Secretário da Sociedade",1,0,"N.a.","N.a.",0,"M","BCP",1,0,"BCP","No",1
"165","Albino de Azevedo Soares","PSD","N.a.","2007","N.d.","N.a.","BCP Investimento, S.A.","Colaborador",1,0,"N.a.","N.a.",0,"M","BCP",1,1,"BCP","No",1
"166","Alcino Cardoso","CDS","CDS","1976","1980","4","Assembleia da República","Deputado",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"167","Alcino Cardoso","CDS","N.a.","1976","1980","4","Banco Pinto & Sotto Mayor","CA",1,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"168","Alcino Cardoso","CDS","PS/CDS","1978","1978","1","Governo","Secretário de Estado do Comércio e Indústria Agrícolas",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","II",1
"169","Alcino Cardoso","CDS","N.a.","1980","N.d.","N.a.","Banco Pinto & Sotto Mayor","Vice-Presidente do CA",1,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"170","Alcino Cardoso","CDS","AD","1981","1981","1","Governo","Secretário de Estado do Turismo",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","VII",1
"171","Alderico Santos Machado","Independent","PS/CDS","1977","1978","1","Governo","Subsecretário de Estado da Habitação, Urbanismo e Construção",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","I",1
"172","Alderico Santos Machado","Independent","N.a.","1995","1996","1","Metropolitano de Lisboa","Vogal do Conselho de Gerência",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"173","Alderico Santos Machado","Independent","N.a.","1996","1997","1","Metropolitano de Lisboa","Presidente do Conselho de Gerência",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"174","Alderico Santos Machado","Independent","N.a.","2002","2003","1","Fergráfica - Artes Gráficas, S.A.","Administrador",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"175","Alexandre Vaz Pinto","AD","N.a.","N.d.","1961","N.a.","Instituto Superior de Economia e Gestão","Estudante",0,1,"Economia","Lisboa",0,"M","No",0,0,"No","No",1
"176","Alexandre Vaz Pinto","AD","N.a.","1968","N.d.","N.a.","Banco Nacional Ultramarino","Director",1,1,"N.a.","N.a.",0,"M","CGD",0,0,"No","No",1
"177","Alexandre Vaz Pinto","AD","N.a.","1972","N.d.","N.a.","Governo","Secretário de Estado do Comércio",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"178","Alexandre Vaz Pinto","AD","N.a.","1974","1979","5","Sociedade Financeira Portuguesa, S.A.","Presidente",1,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"179","Alexandre Vaz Pinto","AD","N.a.","1977","N.d.","N.a.","Instituto de Investimento Estrangeiro","Presidente do CA",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"180","Alexandre Vaz Pinto","AD","AD","1981","1981","1","Governo","Ministro do Comércio e Turismo",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","VII",1
"181","Alexandre Vaz Pinto","AD","N.a.","1982","1986","4","Banco de Portugal","Vice-Governador",1,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"182","Alexandre Vaz Pinto","AD","N.a.","1986","1992","6","Banco Espírito Santo e Comercial de Lisboa","Presidente do CA",1,1,"N.a.","N.a.",1,"M","BES",0,0,"No","No",1
"183","Alexandre Vaz Pinto","AD","N.a.","1992","N.d.","N.a.","Banco Espírito Santo e Comercial de Lisboa","Vice-Presidente do CA",1,1,"N.a.","N.a.",1,"M","BES",0,1,"No","No",1
"184","Alexandre Vaz Pinto","AD","N.a.","1994","N.d.","N.a.","Associação Portuguesa de Bancos","Presidente",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"185","Alexandre Vaz Pinto","AD","N.a.","1996","1998","2","CGD","Vice-Presidente do CA",1,1,"N.a.","N.a.",0,"M","CGD",1,1,"No","No",1
"186","Alexandre Vaz Pinto","AD","N.a.","1996","N.d.","N.a.","Caixa Investimento - Sociedade de Investimento, S.A.","Presidente do CA",1,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"187","Alexandre Vaz Pinto","AD","N.a.","1996","N.d.","N.a.","UNICRE - Instituição Financeira de Crédito, S.A.","CA",1,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"188","Alexandre Vaz Pinto","AD","N.a.","1996","N.d.","N.a.","SIBS - Sociedade Interbancária de Serviços, S.A.","Presidente do CA",1,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"189","António Nogueira Leite","PSD","N.a.","2002","2011","9","José de Mello, SGPS","CA",0,1,"N.a.","N.a.",0,"M","Mello",1,0,"No","No",1
"190","Alexandre Vaz Pinto","AD","N.a.","2000","2014","14","Impresa","CA",7,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"191","Alexandre Vaz Pinto","AD","N.a.","2005","N.d.","N.a.","Full Trust – SG Patrimónios, S.A.","CA",5,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"192","Alexandre Vaz Pinto","AD","N.a.","2007","2014","7","Impresa","Presidente do Conselho de Auditoria",7,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"193","Alexandre Vaz Pinto","AD","N.a.","2008","N.d.","N.a.","BPP","Conselho Consultivo",1,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"194","Alexandre Vaz Pinto","AD","N.a.","2010","N.d.","N.a.","Solvay Portugal - Produtos Quimicos, S.A.","CA não-executivo",4,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"195","Alexandre Ferreira Borrego","AD","AD","1981","1983","2","Governo","Secretário de Estado da Administração Escolar",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","VIII",1
"196","Alexandre Ferreira Borrego","AD","N.a.","1982","1985","3","Docapesca","Presidente da Comissão de Gestão",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"197","Alexandre Ferreira Borrego","AD","N.a.","1982","1985","3","SLV - Serviço de Lotas e Vendagens","Presidente da Comissão de Gestão",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"198","Alexandre Ferreira Borrego","AD","N.a.","N.d.","1985","N.a.","Universidade de Toulouse","Estudante",0,0,"?","Estrangeiro",0,"M","No",0,0,"No","No",1
"199","Alexandre Ferreira Borrego","AD","N.a.","N.d.","N.d.","N.a.","Instituto Superior de Matemática e Gestão","Professor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"200","Alexandre Sobral Torres","PS","N.a.","N.d.","N.d.","N.a.","Faculdade de Economia da Universidade do Porto","Estudante",0,0,"Economia","Porto",0,"M","No",0,0,"No","No",1
"201","Alexandre Sobral Torres","PS","PS","1978","1978","1","Governo","Subsecretário de Estado Adjunto do Ministro das Finanças",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","II",1
"202","Alexandre Sobral Torres","PS","N.a.","1989","N.d.","N.a.","Bonança","Quadro",2,0,"N.a.","N.a.",0,"M","CGD",0,0,"No","No",1
"203","Alexandre Sobral Torres","PS","N.a.","N.d.","N.d.","N.a.","Banco Nacional Ultramarino","",1,0,"N.a.","N.a.",0,"M","CGD",0,0,"No","No",1
"204","Alexandre Sobral Torres","PS","N.a.","N.d.","N.d.","N.a.","Banco Comercial de Angola","",1,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"205","Alexandre Sobral Torres","PS","N.a.","1989","2004","15","CGD","Vogal do CA",1,0,"N.a.","N.a.",0,"M","CGD",1,1,"No","No",1
"206","Alexandre Sobral Torres","PS","N.a.","2000","2004","4","Caixa Geral de Aposentações","Presidente do CA",2,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"207","Alexandre Sobral Torres","PS","N.a.","2008","2014","6","Associação de Antigos Alunos da FEP","Conselho Geral",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"208","Alexandre Sobral Torres","PS","N.a.","2010","N.d.","N.a.","SIBS - Sociedade Interbancária de Serviços, S.A.","CF",1,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"209","Alexandre Miguel Mestre","PSD","N.a.","N.d.","N.d.","N.a.","Faculdade de Direito da Universidade de Lisboa","licenciatura em Direito",0,0,"Direito","Lisboa",0,"M","No",0,0,"No","No",1
"210","Alexandre Miguel Mestre","PSD","N.a.","1998","1999","1","Faculdade de Direito da Universidade de Lisboa","Professor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"211","Alexandre Miguel Mestre","PSD","N.a.","2001","2002","1","Confederação dos Agricultores de Portugal","Jurista",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"212","Alexandre Miguel Mestre","PSD","N.a.","2005","2011","6","PLMJ & Associados","Advogado Associado",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"213","Alexandre Miguel Mestre","PSD","PSD/CDS","2011","2014","3","Governo","Secretário de Estado do Desporto e Juventude",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","XIX",1
"214","Alexandre Relvas","PSD","N.a.","N.d.","N.d.","N.a.","Universidade Católica Portuguesa","licenciatura em Gestão de Empresas",0,1,"Gestão","Lisboa",0,"M","No",0,0,"No","No",1
"215","Alexandre Relvas","PSD","N.a.","N.d.","N.d.","N.a.","Universidade Católica Portuguesa","Professor",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"216","Alexandre Relvas","PSD","N.a.","1986","1990","4","BCP Interfundos","CA",1,1,"N.a.","N.a.",0,"M","BCP",0,0,"BCP","No",1
"217","Alexandre Relvas","PSD","N.a.","1986","1988","2","Litho Formas","CA não-executivo",4,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"218","Alexandre Relvas","PSD","N.a.","1990","1991","1","Banco Fonsecas & Burnay","patrimónios",1,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"219","Alexandre Relvas","PSD","PSD","1991","1995","4","Governo","Secretário de Estado do Turismo",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","XII",1
"220","Alexandre Relvas","PSD","N.a.","1996","2014","18","Logoplaste","CEO",3,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"221","Alexandre Relvas","PSD","N.a.","1999","2014","15","Norfin – SGF Investimento Imobiliário, S.A.","CA",1,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"222","Alexandre Relvas","PSD","N.a.","2006","2014","8","Cavaco Silva","Diretor de Campanha Presidencial",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"223","Alexandre Relvas","PSD","N.a.","N.d.","2014","N.a.","Instituto Sá Carneiro","Presidente",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"224","Alexandre Relvas","PSD","N.a.","N.d.","2014","N.a.","Gelataria Santini","Sócio",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"225","Alexandre Relvas","PSD","N.a.","N.d.","2014","N.a.","Casa Agrícola Alexandre Relvas","Sócio, Administrador",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"226","Alfredo Bruto da Costa","Independent","N.a.","N.d.","1964","N.a.","Instituto Superior Técnico","Estudante",0,0,"Engenharia","Lisboa",0,"M","No",0,0,"No","No",1
"227","Alfredo Bruto da Costa","Independent","N.a.","N.d.","1993","N.a.","University of Bath","Estudante",0,0,"Sociologia","Estrangeiro",0,"M","No",0,0,"No","No",1
"228","Alfredo Bruto da Costa","Independent","N.a.","1974","1980","6","Misericórdia de Lisboa","Provedor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"229","Alfredo Bruto da Costa","Independent","Presidential Initiative","1979","1979","1","Governo","Ministro da Coordenação Social e dos Assuntos Sociais",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","V",1
"230","Alfredo Bruto da Costa","Independent","Presidential Initiative","1979","1979","1","Governo","Ministro dos Assuntos Sociais",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","V",1
"231","Alfredo Bruto da Costa","Independent","N.a.","1979","1985","6","Faculdade de Direito da Universidade de Lisboa","Presidente do Conselho Directivo",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"232","Alfredo Bruto da Costa","Independent","N.a.","1980","2014","34","Faculdade de Direito da Universidade de Lisboa","Professor",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"233","Alfredo Bruto da Costa","Independent","N.a.","2003","2009","6","Conselho Económico e Social","Presidente",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"234","Alfredo Bruto da Costa","Independent","N.a.","2008","2014","6","Comissão Nacional Justiça e Paz","Presidente",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"235","Alfredo Bruto da Costa","Independent","N.a.","2012","2014","2","Águas de Portugal","Presidente da Comissão de Ética",4,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"236","Alfredo Nobre da Costa","PS","N.a.","N.d.","N.d.","N.a.","Instituto Superior Técnico","Estudante",0,0,"Engenharia","Lisboa",0,"M","No",0,0,"No","No",1
"237","Alfredo Nobre da Costa","PS","N.a.","1950","1962","12","Grupo Champalimaud","Director em empresas de cimentos do grupo",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"238","Alfredo Nobre da Costa","PS","N.a.","1962","1965","3","Siderurgia Nacional","Administrador Técnico",3,0,"N.a.","N.a.",0,"M","Champ",0,0,"No","No",1
"239","Alfredo Nobre da Costa","PS","N.a.","1965","1972","7","EFACEC","CA",3,0,"N.a.","N.a.",0,"M","Mello",1,0,"No","No",1
"240","Alfredo Nobre da Costa","PS","N.a.","1965","1972","7","Lusotecna","CA",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"241","Alfredo Nobre da Costa","PS","N.a.","1972","1974","2","SACOR","Presidente do CA",4,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"242","Alfredo Nobre da Costa","PS","PS/CDS","1977","1978","1","Governo","Ministro da Indústria e Tecnologia",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","I",1
"243","Alfredo Nobre da Costa","PS","Presidential Initiative","1978","1978","1","Governo","Primeiro-Ministro",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","III",1
"244","Alfredo Nobre da Costa","PS","N.a.","N.d.","1996","N.a.","EFACEC","CA",3,0,"N.a.","N.a.",1,"M","Mello",1,0,"No","No",1
"245","Alfredo Nobre da Costa","PS","N.a.","N.d.","N.d.","N.a.","Celcat","Presidente",3,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"246","Alfredo Nobre da Costa","PS","N.a.","1991","1996","5","Conselho de Estado","Membro",0,0,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"247","Alípio Pereira Dias","PSD","N.a.","N.d.","N.d.","N.a.","Faculdade de Economia da Universidade do Porto","Estudante",0,1,"Economia","Porto",0,"M","No",0,0,"No","No",1
"248","Alípio Pereira Dias","PSD","N.a.","1965","1980","15","Faculdade de Economia da Universidade do Porto","Professor",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"249","Alípio Pereira Dias","PSD","N.a.","1969","1977","8","Banco Borges & Irmão","Director do Gabinete de Estudos",1,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"250","Alípio Pereira Dias","PSD","N.a.","1972","1975","3","Jornal O Comércio do Porto","Director",7,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"251","Alípio Pereira Dias","PSD","N.a.","1977","1978","1","Banco Totta & Açores","Vice-Presidente do CA",1,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"252","Alípio Pereira Dias","PSD","N.a.","1977","2003","26","Cruz Vermelha Portuguesa","Vice-Presidente da Direcção Nacional",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"253","Alípio Pereira Dias","PSD","Presidential Initiative","1978","1979","1","Governo","Secretário de Estado das Finanças",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","IV",1
"254","Alípio Pereira Dias","PSD","PSD","1980","1995","15","Assembleia da República","Deputado",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"255","Alípio Pereira Dias","PSD","AD","1980","1981","1","Governo","Secretário de Estado das Finanças",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","VI",1
"256","Alípio Pereira Dias","PSD","AD","1981","1981","1","Governo","Secretário de Estado do Orçamento",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","VII",1
"257","Alípio Pereira Dias","PSD","AD","1981","1983","2","Governo","Secretário de Estado do Orçamento",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","VIII",1
"258","Alípio Pereira Dias","PSD","Central Block","1983","1985","2","Governo","Secretário de Estado do Orçamento",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","IX",1
"259","Alípio Pereira Dias","PSD","N.a.","1986","1988","2","Banco de Portugal","Vice-Governador",1,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"260","Alípio Pereira Dias","PSD","N.a.","1988","1997","9","Banco Totta & Açores","Presidente do CA",1,1,"N.a.","N.a.",1,"M","Champ",0,1,"No","No",1
"261","Alípio Pereira Dias","PSD","N.a.","1990","2007","17","Banco de Portugal","Conselho Consultivo",1,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"262","Alípio Pereira Dias","PSD","N.a.","1990","1997","7","Totta Urbe, S.A.","Presidente do CA",5,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"263","Alípio Pereira Dias","PSD","N.a.","1990","1997","7","TottaGespar, S.A.","Presidente do CA",1,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"264","Alípio Pereira Dias","PSD","N.a.","1990","1997","7","Associação Portuguesa de Bancos","Vice-Presidente",1,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"265","Alípio Pereira Dias","PSD","N.a.","1992","1996","4","Banco Standard Totta Moçambique","Presidente",1,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"266","Alípio Pereira Dias","PSD","N.a.","1993","1997","4","Associação Industrial Portuense","Conselho Consultivo",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"267","Alípio Pereira Dias","PSD","N.a.","1993","1997","4","APDMC","Conselho Geral",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"268","Alípio Pereira Dias","PSD","N.a.","1993","1997","4","Crédito Predial Português","Presidente do CA",1,1,"N.a.","N.a.",1,"M","Champ",0,1,"No","No",1
"269","Alípio Pereira Dias","PSD","N.a.","1997","1998","1","BCP","Director-Geral",1,1,"N.a.","N.a.",0,"M","BCP",1,0,"BCP","No",1
"270","Alípio Pereira Dias","PSD","N.a.","1998","2007","9","BCP","CA Executivo",1,1,"N.a.","N.a.",0,"M","BCP",1,1,"BCP","No",1
"271","Alípio Pereira Dias","PSD","N.a.","1999","2014","15","Fundação da Casa de Bragança","Junta Directiva",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"272","Alípio Pereira Dias","PSD","N.a.","2000","2001","1","Banco Pinto & Sotto Mayor","CA",1,1,"N.a.","N.a.",1,"M","Champ",0,1,"No","No",1
"273","Alípio Pereira Dias","PSD","N.a.","2003","2005","2","Conseil de Surveillance de Banque BCP, SAS","Vice-Presidente",1,1,"N.a.","N.a.",0,"M","BCP",0,0,"BCP","No",1
"274","Alípio Pereira Dias","PSD","N.a.","2004","2014","10","AEDAR","Presidente do CF",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"275","Alípio Pereira Dias","PSD","N.a.","2004","2010","6","Futebol Clube do Porto, SA","Comissão de Vencimentos",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"276","Alípio Pereira Dias","PSD","N.a.","2004","2014","10","Faculdade de Economia do Porto","Conselho Consultivo",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"277","Alípio Pereira Dias","PSD","N.a.","2005","2008","3","BCP Investimento, S.A.","CA",1,1,"N.a.","N.a.",0,"M","BCP",1,1,"BCP","No",1
"278","Alípio Pereira Dias","PSD","N.a.","2008","2010","2","Geocapital","CA",1,1,"N.a.","N.a.",0,"M","No",0,1,"No","No",1
"279","Alípio Pereira Dias","PSD","N.a.","2008","2014","6","Geopactum SA","Vice-Presidente",1,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"280","Alípio Pereira Dias","PSD","N.a.","2008","2014","6","Saviotti SGPS","Administrador Não Executivo",1,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"281","Alípio Pereira Dias","PSD","N.a.","2009","N.d.","N.a.","Kendall/BPP","Quadro",1,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"282","Alípio Pereira Dias","PSD","N.a.","2009","2009","1","PSD","Comissão de Honra do Passos Coelho",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"283","Alípio Pereira Dias","PSD","N.a.","2010","N.d.","N.a.","Fundação Oriente","Presidente do CF",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"284","Alípio Pereira Dias","PSD","N.a.","2010","N.d.","N.a.","Monte Construção, S.A.","CA",5,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"285","Alípio Pereira Dias","PSD","N.a.","2010","2014","4","Geopactum Oriente, SA","Vice-Presidente",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"286","Alípio Pereira Dias","PSD","N.a.","1993","1997","4","GALP Energia, SPGS, S.A.","Administrador Não Executivo",4,1,"N.a.","N.a.",0,"M","No",0,0,"GALP","No",1
"287","Almerindo da Silva Marques","PS","N.a.","N.d.","N.d.","N.a.","Escola Industrial e Comercial de Leiria","ND",0,1,"N.a.","N.a.",0,"M","No",0,0,"No","No",1
"288","Almerindo da Silva Marques","PS","N.a.","N.d.","1969","N.a.","Instituto Superior de Ciências Económicas e Financeiras","Estudante",0,1,"Finanças","Lisboa",0,"M","No",0,0,"No","No",1
